,filename,group,outliers,idf,algorithm,AMI,Sil,CH,DB,iXB,iPS,irCIP,TS
0,dataS/nonstat/arff/nonstat_data_19.arff,nonst-p,phase,0,CluStream,0.9674796154749908,0.9991033154972754,1580668506.4473157,0.0021999389431626316,8.491285521476605e-07,1.1884226565828402,0.0,0.9752477433991245
1,dataS/nonstat/arff/nonstat_data_19.arff,nonst-p,phase,0,DenStream,0.9605661963782698,0.7717961713686515,812163.1148458057,8.472836694210157,40172.95199617726,-0.5897926853493264,18840.18217355188,0.9620599633184104
2,dataS/nonstat/arff/nonstat_data_19.arff,nonst-p,phase,0,BIRCH,0.0,0.0,0.0,inf,0.0,0.0,0.0,-0.20618772941793395
3,dataS/nonstat/arff/nonstat_data_19.arff,nonst-p,phase,0,StreamKM,0.10409790822486915,0.2465992410420614,1291.121398052289,2.114687073729702,11222.08608290377,1.3366100388741138,439.3291083169096,0.6496869460320932
4,dataS/nonstat/arff/nonstat_data_19.arff,nonst-p,phase,0,GT,1.0,0.7818241768035151,790281079.4313209,24.789255277032964,140.5966013548317,-0.259459469253255,16331.592751142796,0.9023787805301816
5,dataS/nonstat/arff/nonstat_data_7.arff,nonst-p,phase,1,CluStream,0.9421726534452054,0.9105387805180314,24052.26232656845,0.2448755138244401,0.43897113220408523,-0.7039584475462284,52.409909115067165,0.7284486536209379
6,dataS/nonstat/arff/nonstat_data_7.arff,nonst-p,phase,1,DenStream,0.9863509496263605,0.9679953417234456,245458.87063097014,0.13751977933785725,0.01342933121520668,0.6267125072078457,4.1460148302575766,0.820157378000407
7,dataS/nonstat/arff/nonstat_data_7.arff,nonst-p,phase,1,BIRCH,0.7117896392481977,0.6437340651409826,11069.831032828808,0.7120535346587973,0.13345540014907264,1.3496740956060025,0.008660957664020958,0.4006842935683973
8,dataS/nonstat/arff/nonstat_data_7.arff,nonst-p,phase,1,StreamKM,0.44085567396401354,-0.04159184236925833,647.3998269896076,4.17239611990898,68.4241080659354,-1.48119017388022,139.60455264803943,-0.2018711037922176
9,dataS/nonstat/arff/nonstat_data_7.arff,nonst-p,phase,1,GT,1.0,0.9638810067381617,172777.5921973974,0.9118016689430796,0.012564796856282319,-0.00843766265918183,20.050974239128216,0.8571504334391374
